Entry Name,true_compartments,predicted_compartments
TGM2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Membrane,Extracellular,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
KIF19_HUMAN,None provided,None provided
CO9A2_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
AJUBA_HUMAN,"Golgi,Membrane,Nucleus","Golgi,Membrane,Nucleus"
PTH2R_HUMAN,Membrane,Membrane
ODBB_HUMAN,None provided,Membrane
S22AE_HUMAN,Membrane,Membrane
EFHC2_HUMAN,None provided,None provided
SIGL6_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ZN107_HUMAN,Nucleus,Nucleus
ARV1_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
VMAT1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ARK72_HUMAN,"Golgi,Extracellular,Cytoplasm","Golgi,Extracellular,Cytoplasm"
MNAR1_HUMAN,Membrane,Membrane
CLD19_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
EREP2_HUMAN,Membrane,Membrane
ZBTB2_HUMAN,None provided,None provided
UB2Q2_HUMAN,Nucleus,Nucleus
HLF_HUMAN,Nucleus,Nucleus
MEX3D_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
ELMO2_HUMAN,Membrane,Membrane
SH3K1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
ZF64B_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SATB1_HUMAN,Nucleus,Cytoplasm
STAT2_HUMAN,"Membrane,Nucleus",None provided
NBPF6_HUMAN,Cytoplasm,Cytoplasm
PO2F3_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
GRAM4_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
SHLD1_HUMAN,None provided,None provided
F1142_HUMAN,None provided,None provided
CU058_HUMAN,None provided,Nucleus
EDEM2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
ARSL_HUMAN,"Golgi,Extracellular,Endoplasmic_Reticulum","Golgi,Extracellular,Endoplasmic_Reticulum"
RGN_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
RBMS3_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CCDC9_HUMAN,None provided,None provided
GEMC1_HUMAN,Nucleus,None provided
ECT2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
OCEL1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
CHSTF_HUMAN,"Golgi,Membrane","Golgi,Membrane"
SUFU_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CDKAL_HUMAN,"Membrane,Endoplasmic_Reticulum",None provided
IRG1_HUMAN,None provided,None provided
ASB15_HUMAN,Membrane,Membrane
GPR32_HUMAN,Membrane,Membrane
CAN8_HUMAN,"Golgi,Cytoplasm","Golgi,Cytoplasm"
ZC3H8_HUMAN,Nucleus,Nucleus
OR7AH_HUMAN,Membrane,Membrane
ZBT49_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
VHL_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus",None provided
YA043_HUMAN,Membrane,Membrane
CEGT_HUMAN,"Golgi,Membrane","Golgi,Membrane"
PNMA1_HUMAN,Cytoplasm,Cytoplasm
TYSD1_HUMAN,Membrane,Membrane
IER5_HUMAN,"Nucleus,Cytoplasm",None provided
EDNRB_HUMAN,Membrane,Membrane
PGAM4_HUMAN,Extracellular,Extracellular
PRCC_HUMAN,Nucleus,Nucleus
LARP7_HUMAN,Nucleus,None provided
MEOX2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CELF6_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
TTPA_HUMAN,None provided,None provided
ABHEB_HUMAN,"Extracellular,Nucleus,Cytoplasm","Extracellular,Nucleus,Cytoplasm"
MPZL1_HUMAN,Membrane,Membrane
FETUB_HUMAN,Extracellular,Extracellular
TASP1_HUMAN,Cytoplasm,Cytoplasm
SEN34_HUMAN,None provided,None provided
HLX_HUMAN,Nucleus,Nucleus
ITBP2_HUMAN,None provided,None provided
LC7L2_HUMAN,None provided,None provided
EXO5_HUMAN,Nucleus,None provided
MGT4A_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
AEN_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
PAQR4_HUMAN,Membrane,Membrane
S35F6_HUMAN,"Membrane,Extracellular",Membrane
S30BP_HUMAN,Nucleus,Nucleus
DPF1_HUMAN,Cytoplasm,Nucleus
EF1B_HUMAN,Cytoplasm,Cytoplasm
AGTR2_HUMAN,Membrane,Membrane
JOS1_HUMAN,Membrane,Membrane
LIGO1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PPARG_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
ZNHI2_HUMAN,None provided,None provided
PE2R3_HUMAN,Membrane,Membrane
FOXC2_HUMAN,Nucleus,Nucleus
UBX10_HUMAN,Endoplasmic_Reticulum,Nucleus
ZBT22_HUMAN,Nucleus,Nucleus
SEP12_HUMAN,"Nucleus,Cytoplasm",None provided
ZN683_HUMAN,Nucleus,Nucleus
ARP3B_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
LENG1_HUMAN,None provided,None provided
OR8S1_HUMAN,Membrane,Membrane
GLU2B_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CGRF1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
GP161_HUMAN,Membrane,Membrane
OR1L6_HUMAN,Membrane,Membrane
LPP_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
MYCN_HUMAN,Nucleus,Nucleus
TM1L1_HUMAN,"Golgi,Membrane,Extracellular,Cytoplasm","Golgi,Membrane,Extracellular,Cytoplasm"
SMCO1_HUMAN,Membrane,Membrane
NUDT9_HUMAN,"Membrane,Extracellular",Extracellular
SBSPO_HUMAN,Extracellular,Extracellular
INP4A_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
COX10_HUMAN,Membrane,Membrane
RBM24_HUMAN,Nucleus,Nucleus
PEX12_HUMAN,Membrane,Membrane
AQP5_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm",Membrane
TBA3C_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
SAMD3_HUMAN,None provided,None provided
AIP_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TRI74_HUMAN,Cytoplasm,Cytoplasm
ZN584_HUMAN,Nucleus,Nucleus
APOA5_HUMAN,"Golgi,Extracellular,Endoplasmic_Reticulum","Golgi,Extracellular,Endoplasmic_Reticulum"
GPM6B_HUMAN,Membrane,Membrane
ADPPT_HUMAN,Extracellular,Extracellular
CASP9_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CNMD_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PTGR3_HUMAN,None provided,None provided
ZN677_HUMAN,Nucleus,Nucleus
PPM1F_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
UBP16_HUMAN,"Nucleus,Cytoplasm",None provided
ZN713_HUMAN,Nucleus,Nucleus
VTNC_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
G32P1_HUMAN,Membrane,Membrane
RHOF_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
S2542_HUMAN,"Membrane,Nucleus",Membrane
PLPP2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CD123_HUMAN,Cytoplasm,Cytoplasm
FXL14_HUMAN,Cytoplasm,None provided
SOX5_HUMAN,Nucleus,"Membrane,Nucleus,Cytoplasm"
CHIA_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
P2R3B_HUMAN,Nucleus,Nucleus
MS18B_HUMAN,"Membrane,Nucleus","Membrane,Extracellular"
CUZD1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
CF062_HUMAN,None provided,None provided
S2541_HUMAN,Membrane,Membrane
ASCC1_HUMAN,Nucleus,Nucleus
CP4X1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
LRC8E_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
KCD19_HUMAN,Nucleus,Membrane
CF298_HUMAN,Nucleus,Nucleus
OSBP2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Cytoplasm"
DPOLL_HUMAN,Nucleus,Nucleus
HTF4_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
GNPTG_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
KTNB1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
EGFL8_HUMAN,Extracellular,Extracellular
FHI1B_HUMAN,None provided,None provided
SLAP2_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
GDNF_HUMAN,"Golgi,Extracellular",None provided
ZN460_HUMAN,Nucleus,Nucleus
HCD2_HUMAN,"Membrane,Cytoplasm","Membrane,Extracellular"
LACC1_HUMAN,"Endoplasmic_Reticulum,Nucleus","Endoplasmic_Reticulum,Nucleus"
G6PC2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
KCND1_HUMAN,Membrane,Membrane
ARHGG_HUMAN,None provided,None provided
TPC13_HUMAN,Cytoplasm,Cytoplasm
ANXA5_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular"
POLH_HUMAN,Nucleus,Nucleus
KI18B_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
MAP9_HUMAN,Cytoplasm,Cytoplasm
I11RA_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
SCLT1_HUMAN,None provided,None provided
FZR1_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
HDAC8_HUMAN,"Nucleus,Cytoplasm",None provided
GRB7_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
NEAS1_HUMAN,None provided,None provided
GGT6_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
S52A3_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
PGTA_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TM271_HUMAN,Membrane,Membrane
ISM2_HUMAN,Extracellular,Extracellular
ATE1_HUMAN,"Nucleus,Cytoplasm",Nucleus
JUND_HUMAN,Nucleus,Nucleus
COQ8B_HUMAN,Membrane,Membrane
O11H2_HUMAN,Membrane,Membrane
DPP3_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
FACE2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CCN2_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
FIGLA_HUMAN,Nucleus,Nucleus
DUS4L_HUMAN,None provided,None provided
ST32B_HUMAN,None provided,None provided
ZNF79_HUMAN,Nucleus,Nucleus
HS90B_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
AACT_HUMAN,"Extracellular,Nucleus","Extracellular,Nucleus"
VA0D2_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
ENKUR_HUMAN,None provided,None provided
KC1D_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
DMRT3_HUMAN,Nucleus,Nucleus
RT29_HUMAN,Membrane,Membrane
ASCC2_HUMAN,Nucleus,Nucleus
P2R3C_HUMAN,Golgi,Golgi
TRI39_HUMAN,"Nucleus,Cytoplasm",None provided
ASB11_HUMAN,Endoplasmic_Reticulum,Endoplasmic_Reticulum
PRPS1_HUMAN,Cytoplasm,Cytoplasm
ITCH_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
GGT5_HUMAN,Membrane,Membrane
TPP1_HUMAN,"Golgi,Membrane,Extracellular",Membrane
DMPK_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
S43A3_HUMAN,Membrane,Membrane
MMRN2_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
U119A_HUMAN,None provided,None provided
NELL1_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
PHC3_HUMAN,Nucleus,Nucleus
S2547_HUMAN,Membrane,Membrane
CEP97_HUMAN,None provided,None provided
TBATA_HUMAN,None provided,None provided
TAGL_HUMAN,Cytoplasm,Cytoplasm
TX101_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
IDHP_HUMAN,Extracellular,Extracellular
ARSA_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
LMX1A_HUMAN,Nucleus,Nucleus
UBCP1_HUMAN,Nucleus,Nucleus
FAAA_HUMAN,Extracellular,Extracellular
SNX19_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
MP2K3_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
ACER1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CC14B_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
COG4_HUMAN,"Golgi,Membrane","Golgi,Membrane"
CSRN1_HUMAN,Nucleus,Nucleus
GDAP1_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
CCD93_HUMAN,Membrane,None provided
FOH1B_HUMAN,"Membrane,Extracellular,Cytoplasm",None provided
MCP_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PEBP4_HUMAN,Extracellular,Extracellular
DPP2_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
C2C4C_HUMAN,None provided,None provided
MBPHL_HUMAN,None provided,Extracellular
TA2R7_HUMAN,Membrane,Membrane
K1586_HUMAN,None provided,None provided
PRR25_HUMAN,None provided,None provided
BSCL2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
SNG1_HUMAN,Membrane,Membrane
IDI1_HUMAN,Cytoplasm,Cytoplasm
PCSK6_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
IGFR1_HUMAN,Membrane,Membrane
TMX4_HUMAN,Membrane,Membrane
VP9D1_HUMAN,None provided,None provided
KC1AL_HUMAN,Nucleus,Nucleus
KS6R_HUMAN,None provided,None provided
TBB2B_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CCD78_HUMAN,Cytoplasm,None provided
SE1L1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
CC175_HUMAN,None provided,None provided
CAP7_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
MALD2_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
TAF5_HUMAN,Nucleus,Nucleus
PSA2_HUMAN,"Extracellular,Nucleus,Cytoplasm","Extracellular,Nucleus,Cytoplasm"
OR1E1_HUMAN,Membrane,Membrane
CTSR1_HUMAN,Membrane,Membrane
GPAA1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Extracellular"
HERP2_HUMAN,Membrane,Membrane
RECQ1_HUMAN,"Membrane,Nucleus,Cytoplasm",Cytoplasm
PKP1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
SARM1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
VSTM5_HUMAN,Membrane,Membrane
PF21B_HUMAN,None provided,None provided
PCDG4_HUMAN,Membrane,Membrane
RN170_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
MTEF1_HUMAN,None provided,None provided
RN225_HUMAN,Membrane,Membrane
MARE1_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
CTDP1_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
APBB3_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
PRI1_HUMAN,Membrane,Membrane
SHC4_HUMAN,Membrane,Nucleus
SARG_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
5HT1E_HUMAN,Membrane,Membrane
TLS1_HUMAN,Nucleus,Nucleus
CTIP_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
O13H1_HUMAN,Membrane,Membrane
SPESP_HUMAN,Membrane,Membrane
ZN808_HUMAN,Nucleus,Nucleus
TETN_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
AF1L1_HUMAN,None provided,None provided
MSPD2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
EFHC1_HUMAN,None provided,Membrane
TEAD3_HUMAN,None provided,None provided
WASP_HUMAN,"Membrane,Extracellular,Nucleus","Membrane,Extracellular,Nucleus"
NFXL1_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
MLF1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
MMAD_HUMAN,Cytoplasm,Cytoplasm
AKT2_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
EMC10_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
SAMC_HUMAN,Membrane,Membrane
YG024_HUMAN,None provided,None provided
FIBA_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
ELK3_HUMAN,Nucleus,Nucleus
MMP1_HUMAN,Extracellular,Extracellular
SYAM_HUMAN,None provided,None provided
OIT3_HUMAN,None provided,None provided
CO9_HUMAN,"Membrane,Extracellular",Membrane
ALS_HUMAN,Extracellular,Extracellular
VPS16_HUMAN,Membrane,Membrane
LFG3_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
CRY1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
WDR26_HUMAN,"Nucleus,Cytoplasm",Membrane
PHAG1_HUMAN,Membrane,Membrane
GFOD1_HUMAN,Extracellular,None provided
GPR88_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
ISLR_HUMAN,Extracellular,Extracellular
LORI_HUMAN,Cytoplasm,None provided
NR2C2_HUMAN,None provided,None provided
ZN480_HUMAN,Nucleus,Nucleus
PPIC_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular"
CREB3_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
EXTL2_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum","Membrane,Extracellular,Endoplasmic_Reticulum"
RECQ5_HUMAN,"Nucleus,Cytoplasm",Nucleus
C19L1_HUMAN,None provided,None provided
NT5D3_HUMAN,None provided,None provided
DOK1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
LSP1_HUMAN,"Membrane,Extracellular",None provided
ZNF48_HUMAN,Nucleus,Nucleus
PUS3_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
COQA1_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
RL10_HUMAN,"Membrane,Endoplasmic_Reticulum,Nucleus","Membrane,Endoplasmic_Reticulum,Nucleus"
RRP36_HUMAN,None provided,None provided
SNX15_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
EXOS5_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CBPN_HUMAN,Extracellular,Extracellular
GOLM1_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum"
C3AR_HUMAN,Membrane,Membrane
ZN724_HUMAN,Nucleus,Nucleus
OXND1_HUMAN,None provided,None provided
RGS1_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
P63_HUMAN,"Nucleus,Cytoplasm",None provided
K2C5_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
IF4B_HUMAN,None provided,None provided
COQ7_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
DOK3_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
O12D3_HUMAN,Membrane,Membrane
VATH_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
TMM79_HUMAN,"Golgi,Membrane","Golgi,Membrane"
LRP5L_HUMAN,None provided,Extracellular
ATP4B_HUMAN,Membrane,Membrane
RPC3_HUMAN,None provided,None provided
TKT_HUMAN,"Membrane,Extracellular,Endoplasmic_Reticulum",None provided
NR3L1_HUMAN,Membrane,Membrane
I15RA_HUMAN,"Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm","Golgi,Membrane,Extracellular,Endoplasmic_Reticulum,Cytoplasm"
SAXO1_HUMAN,None provided,None provided
ZN358_HUMAN,Nucleus,Nucleus
PDE6C_HUMAN,Membrane,Membrane
DNJC8_HUMAN,Nucleus,None provided
SNX1_HUMAN,"Golgi,Membrane,Cytoplasm","Golgi,Membrane,Cytoplasm"
ECT2L_HUMAN,None provided,Membrane
KAP0_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
NNRE_HUMAN,Extracellular,Extracellular
SIGL7_HUMAN,Membrane,Membrane
STAP1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CMTD1_HUMAN,Membrane,Membrane
ABLM2_HUMAN,Cytoplasm,"Nucleus,Cytoplasm"
TLX3_HUMAN,Nucleus,Nucleus
TNR21_HUMAN,Membrane,Membrane
MKS3_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
FRS1L_HUMAN,Membrane,Membrane
RABX5_HUMAN,Membrane,Membrane
TMM82_HUMAN,Membrane,Membrane
AT1B1_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PADI6_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
MYF5_HUMAN,None provided,None provided
CCM2L_HUMAN,None provided,None provided
PIAS4_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
NPY6R_HUMAN,Membrane,Membrane
CEA19_HUMAN,Membrane,Membrane
ARP2_HUMAN,"Membrane,Extracellular,Nucleus,Cytoplasm","Membrane,Extracellular,Nucleus,Cytoplasm"
CCD39_HUMAN,Extracellular,Extracellular
RALYL_HUMAN,Nucleus,Nucleus
RAE1E_HUMAN,"Membrane,Extracellular","Membrane,Extracellular"
PRRC1_HUMAN,"Golgi,Cytoplasm","Golgi,Cytoplasm"
SO5A1_HUMAN,Membrane,Membrane
YD019_HUMAN,None provided,None provided
FMO2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
SIL1_HUMAN,"Extracellular,Endoplasmic_Reticulum","Extracellular,Endoplasmic_Reticulum"
TCO1_HUMAN,Extracellular,Extracellular
RHPN1_HUMAN,None provided,None provided
LDB1_HUMAN,Nucleus,Nucleus
EED_HUMAN,Nucleus,None provided
RIC8A_HUMAN,"Membrane,Cytoplasm","Membrane,Cytoplasm"
FGL2_HUMAN,Extracellular,Extracellular
EZHIP_HUMAN,Nucleus,Nucleus
ZFN2B_HUMAN,"Membrane,Endoplasmic_Reticulum,Cytoplasm","Membrane,Endoplasmic_Reticulum,Cytoplasm"
TRI63_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
CD14_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
CHST2_HUMAN,"Golgi,Membrane","Golgi,Membrane"
SPX3_HUMAN,"Membrane,Endoplasmic_Reticulum",Membrane
CCNY_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
ZMAT4_HUMAN,Nucleus,None provided
VPP3_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
EBLN1_HUMAN,None provided,None provided
AIRE_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
GPR26_HUMAN,Membrane,Membrane
GNAT3_HUMAN,Membrane,Membrane
JMJD6_HUMAN,"Membrane,Nucleus,Cytoplasm","Membrane,Nucleus,Cytoplasm"
ACER2_HUMAN,"Golgi,Membrane",Membrane
ATX1L_HUMAN,Nucleus,Nucleus
ELOV1_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
PRP4_HUMAN,Nucleus,Nucleus
CAH9_HUMAN,Membrane,Membrane
OR2C3_HUMAN,Membrane,Membrane
SRSF6_HUMAN,None provided,None provided
CPSF2_HUMAN,Membrane,Membrane
SCYL1_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm","Golgi,Membrane,Endoplasmic_Reticulum,Nucleus,Cytoplasm"
GP160_HUMAN,Membrane,Membrane
RAB43_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
GLT12_HUMAN,"Golgi,Membrane","Golgi,Membrane"
NICN1_HUMAN,None provided,None provided
WIPI4_HUMAN,Membrane,Membrane
CDIN1_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
VWCE_HUMAN,"Extracellular,Cytoplasm","Extracellular,Cytoplasm"
MET2B_HUMAN,Cytoplasm,Cytoplasm
TMX2_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Endoplasmic_Reticulum"
SPNS1_HUMAN,Membrane,Membrane
MBRL_HUMAN,"Membrane,Endoplasmic_Reticulum","Membrane,Extracellular"
F13B_HUMAN,Extracellular,Extracellular
YIPF4_HUMAN,"Golgi,Membrane,Endoplasmic_Reticulum","Golgi,Membrane,Endoplasmic_Reticulum"
SYNPO_HUMAN,"Membrane,Nucleus","Membrane,Nucleus"
TNR8_HUMAN,"Membrane,Extracellular,Cytoplasm","Membrane,Extracellular,Cytoplasm"
ZN773_HUMAN,Nucleus,Nucleus
MUC20_HUMAN,"Golgi,Membrane,Extracellular","Golgi,Membrane,Extracellular"
S13A1_HUMAN,Membrane,Membrane
CCD81_HUMAN,Cytoplasm,Cytoplasm
SRGEF_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
F120S_HUMAN,None provided,None provided
TAF11_HUMAN,"Golgi,Nucleus","Golgi,Nucleus"
ZN418_HUMAN,Nucleus,Nucleus
HMMR_HUMAN,Membrane,Membrane
CMA1A_HUMAN,Cytoplasm,None provided
NMT1_HUMAN,"Membrane,Cytoplasm",None provided
TTC34_HUMAN,None provided,None provided
CCNI2_HUMAN,"Nucleus,Cytoplasm","Nucleus,Cytoplasm"
